claim_id	reviewer_id	review_status	reviewed_at	confidence	note
clm-acts-thomas-affirms-baptism-water	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-acts-thomas-27 from acts-of-thomas directly addresses the proposition 'baptism-with-water-commanded'. Excerpt: 'Paraphrase: Thomas anoints the convert with oil, invoking the name of Christ; the anointing precedes the water baptism; oil is called the se...' The work's affirms of this proposition is directly attested.
clm-acts-thomas-affirms-baptismal-anointing	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-acts-thomas-27 from acts-of-thomas directly addresses the proposition 'baptismal-anointing-with-oil'. Excerpt: 'Paraphrase: Thomas anoints the convert with oil, invoking the name of Christ; the anointing precedes the water baptism; oil is called the se...' The work's affirms of this proposition is directly attested.
clm-acts-thomas-affirms-encratism	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-acts-thomas-49-50 from acts-of-thomas directly addresses the proposition 'encratism-is-required'. Excerpt: 'Paraphrase: Thomas breaks bread and gives thanks over the eucharist; the elements are bread and water (not wine in the Syriac recension); co...' The work's affirms of this proposition is directly attested.
clm-acts-thomas-affirms-fasting	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-49-50 from acts-of-thomas directly addresses the proposition 'fasting-is-required'. Excerpt: 'Paraphrase: Thomas breaks bread and gives thanks over the eucharist; the elements are bread and water (not wine in the Syriac recension); co...' The work's affirms of this proposition is directly attested. [confidence capped at medium: certainty=probable]
clm-acts-thomas-affirms-prayer	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-108-113 from acts-of-thomas directly treats proposition 'prayer-is-offered-without-ceasing'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a l' [confidence capped at medium: certainty=probable]
clm-acts-thomas-affirms-repentance	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-108-113 from acts-of-thomas directly treats proposition 'repentance-is-required'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a l' [confidence capped at medium: certainty=probable]
clm-acts-thomas-affirms-second-marriage-forbidden	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-acts-thomas-49-50 from acts-of-thomas directly treats proposition 'second-marriage-is-forbidden'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Thomas breaks bread and gives thanks over the eucharist; the elements are bread and water (not wine in the Syriac recension); co'
clm-acts-thomas-affirms-thomas-india	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-eusebius-he-5-10-3-4 from acts-of-thomas directly addresses the proposition 'thomas-preached-in-india'. Excerpt: 'Paraphrase: Pantaenus is said to have gone to India where he found persons who knew of Christ. Bartholomew one of the apostles had preached ...' The work's affirms of this proposition is directly attested. [confidence capped at medium: certainty=claimed_tradition]
clm-acts-thomas-affirms-virginity	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-108-113 from acts-of-thomas directly treats proposition 'virginity-is-honored-calling'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a l' [confidence capped at medium: certainty=probable]
clm-acts-thomas-mentions-baptismal-anointing	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-acts-thomas-49-50 from acts-of-thomas directly treats proposition 'baptismal-anointing-with-oil'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: Thomas breaks bread and gives thanks over the eucharist; the elements are bread and water (not wine in the Syriac recension); co'
clm-acts-thomas-mentions-eucharist	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-49-50 from acts-of-thomas directly treats proposition 'eucharist-is-body-and-blood'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: Thomas breaks bread and gives thanks over the eucharist; the elements are bread and water (not wine in the Syriac recension); co' [confidence capped at medium: certainty=probable]
clm-acts-thomas-mentions-incarnation	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-108-113 from acts-of-thomas directly treats proposition 'christ-truly-became-flesh'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a l' [confidence capped at medium: certainty=probable]
clm-acts-thomas-mentions-india-reached	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-acts-thomas-108-113 from acts-of-thomas directly treats proposition 'gospel-reached-india'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a l' [confidence capped at medium: certainty=claimed_tradition]
clm-acts-thomas-written-edessa	cascade-curator	approved	2026-03-16T20:30:00Z	medium	acts-of-thomas written at edessa: passage psg-acts-thomas-108-113 supports the place attribution (biographical or internal evidence). Excerpt: 'Paraphrase: The Hymn of the Pearl tells of a prince sent to Egypt to retrieve a pearl guarded by a serpent; he forgets his mission until a letter reminds him; h'
clm-ad-autolycum-affirms-bodily-resurrection	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-theophilus-autol-1-13 from ad-autolycum directly treats proposition 'bodies-will-be-raised-at-last-day'. The work's affirms is attested from its own text. Excerpt: 'God made us of nothing; and just as not existing before we were made, so also being able to be made again after dissolution, as his will is ' [confidence capped at medium: certainty=probable]
clm-ad-autolycum-affirms-incarnation	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-theophilus-autol-1-13 from ad-autolycum directly treats proposition 'christ-truly-became-flesh'. The work's affirms is attested from its own text. Excerpt: 'God made us of nothing; and just as not existing before we were made, so also being able to be made again after dissolution, as his will is ' [confidence capped at medium: certainty=probable]
clm-ad-autolycum-affirms-logos	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-theophilus-autol-2-10 from ad-autolycum directly treats proposition 'logos-is-pre-existent-son-of-god'. The work's affirms is attested from its own text. Excerpt: 'God, then, having his own Word internal within his own bowels, begat him, emitting him along with his own wisdom before all things. He had t'
clm-ad-autolycum-affirms-trinity	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-theophilus-autol-1-13 from ad-autolycum directly treats proposition 'trinity-is-three-persons-one-substance'. The work's affirms is attested from its own text. Excerpt: 'God made us of nothing; and just as not existing before we were made, so also being able to be made again after dissolution, as his will is ' [confidence capped at medium: certainty=probable]
clm-ad-autolycum-by-theophilus	cascade-curator	approved	2026-03-17T03:30:00Z	high	Certainty upgraded from probable to attested: ancient sources explicitly name this author (theophilus-of-antioch for ad-autolycum). Review confidence already high.
clm-ad-autolycum-written-antioch	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Theophilus was bishop of Antioch; Ad Autolycum is addressed from there. [confidence capped at medium: certainty=probable]
clm-ad-donatum-affirms-baptism-illumin	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'baptism-is-illumination'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft'
clm-ad-donatum-affirms-baptism-regen	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'baptism-effects-regeneration'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft' [confidence capped at medium: certainty=probable]
clm-ad-donatum-affirms-baptism-water	cascade-curator	approved	2026-03-16T16:00:00Z	high	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly addresses the proposition 'baptism-with-water-commanded'. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft...' The work's affirms of this proposition is directly attested.
clm-ad-donatum-affirms-penance	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'post-baptismal-sin-forgiven-by-penance'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft' [confidence capped at medium: certainty=probable]
clm-ad-donatum-affirms-spectacles	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'christians-avoid-public-spectacles'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft' [confidence capped at medium: certainty=probable]
clm-ad-donatum-affirms-trinitarian-baptism	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'baptism-administered-in-trinitarian-name'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft' [confidence capped at medium: certainty=probable]
clm-ad-donatum-by-cyprian	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-cyprian-ad-donatum-3-4 is drawn from ad-donatum itself, directly confirming authorship. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be free'
clm-ad-donatum-mentions-catechumenate	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-cyprian-ad-donatum-3-4 from ad-donatum directly treats proposition 'ordination-conferred-by-laying-on-of-hands'. The work's mentions is attested from its own text. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But aft' [confidence capped at medium: certainty=probable]
clm-ad-donatum-written-carthage	cascade-curator	approved	2026-03-16T21:00:00Z	medium	Strong inference from passage psg-cyprian-ad-donatum-3-4 supports written_at (ad-donatum → carthage). Certainty probable. Excerpt: 'Paraphrase: I myself was held in bonds by the innumerable errors of my previous life and did not believe I could be freed from them. But after the stain of form'
clm-addai-active-edessa	cascade-curator	approved	2026-03-17T04:00:00Z	low	Passage psg-eusebius-he-1-13 directly places addai-of-edessa in edessa: 'Paraphrase: Eusebius reproduces documents from the archives of Edessa: King Abgar writes to Jesus asking for healing; Je...' [confidence capped at low: certainty=possible]
clm-addai-coworker-thomas	cascade-curator	approved	2026-03-17T04:00:00Z	low	Passage psg-eusebius-he-1-13 directly names both addai-of-edessa and thomas working together: 'Paraphrase: Eusebius reproduces documents from the archives of Edessa: King Abgar writes to Jesus asking for healing; Je...' [confidence capped at low: certainty=possible]
clm-addai-in-conversion-edessa	cascade-curator	approved	2026-03-17T04:00:00Z	low	Passage psg-eusebius-he-1-13 directly names addai-of-edessa as a participant in conversion-of-edessa: 'Paraphrase: Eusebius reproduces documents from the archives of Edessa: King Abgar writes to Jesus asking for healing; Je...' Claim is directly attested. [confidence capped at low: certainty=possible]
clm-addai-member-edessa-church	cascade-curator	approved	2026-03-17T04:00:00Z	low	Passage psg-eusebius-he-1-13 confirms addai-of-edessa as member of edessa-church: 'Paraphrase: Eusebius reproduces documents from the archives of Edessa: King Abgar writes to Jesus asking for healing; Je...' [confidence capped at low: certainty=possible]
clm-address-origen-affirms-allegorical	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-gregory-address-6 from address-to-origen directly addresses the proposition 'allegorical-interpretation-of-scripture'. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, and finally theology...' The work's affirms of this proposition is directly attested. [confidence capped at medium: certainty=probable]
clm-address-origen-affirms-free-will	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-gregory-address-6 from address-to-origen directly treats proposition 'free-will-grounds-moral-responsibility'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, and finally theology' [confidence capped at medium: certainty=probable]
clm-address-origen-affirms-logos	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-gregory-address-6 from address-to-origen directly treats proposition 'logos-is-pre-existent-son-of-god'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, and finally theology' [confidence capped at medium: certainty=probable]
clm-address-origen-affirms-ot	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-gregory-address-6 from address-to-origen directly addresses the proposition 'old-testament-is-authoritative-scripture'. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, and finally theology...' The work's affirms of this proposition is directly attested. [confidence capped at medium: certainty=probable]
clm-address-origen-affirms-philosophy	cascade-curator	approved	2026-03-17T04:00:00Z	medium	Passage psg-gregory-address-6 from address-to-origen directly treats proposition 'greek-philosophy-prepared-gentiles-for-gospel'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, and finally theology' [confidence capped at medium: certainty=probable]
clm-address-origen-by-gregory	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-gregory-address-6 is drawn from address-to-origen itself, directly confirming authorship. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, '
clm-address-origen-written-at-caesarea	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-gregory-address-6 directly names caesarea as the composition place of address-to-origen. Excerpt: 'Paraphrase: Origen led us first through the disciplines of logic, then natural philosophy, then geometry and astronomy, '
clm-adv-jud-affirms-britannia-reached	cascade-curator	approved	2026-03-17T04:00:00Z	low	Passage psg-tertullian-adv-jud-7 from adversus-judaeos-tertullian directly treats proposition 'christianity-reached-britannia'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: In whom else have all nations believed but in Christ who has already come? Parthians, Medes, Elamites, those in Mesopotamia, Arm' [confidence capped at low: certainty=possible]
clm-adv-jud-affirms-universal-dominion	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-tertullian-adv-jud-7 from adversus-judaeos-tertullian directly treats proposition 'christ-dominion-is-universal'. The work's affirms is attested from its own text. Excerpt: 'Paraphrase: In whom else have all nations believed but in Christ who has already come? Parthians, Medes, Elamites, those in Mesopotamia, Arm'
clm-adv-jud-by-tertullian	cascade-curator	approved	2026-03-16T20:00:00Z	high	Passage psg-tertullian-adv-jud-7 is drawn from adversus-judaeos-tertullian itself, directly confirming authorship. Excerpt: 'Paraphrase: In whom else have all nations believed but in Christ who has already come? Parthians, Medes, Elamites, those'
clm-adv-jud-mentions-arabia	cascade-curator	approved	2026-03-17T04:00:00Z	low	Tertullian Adv. Jud. 7 explicitly names 'Arabians' among nations believing in Christ. First-century or early-second-century attestation of Christian claims about Arabia. [confidence capped at low: certainty=possible]
clm-adv-jud-mentions-ethiopia	cascade-curator	approved	2026-03-17T04:00:00Z	low	Tertullian Adv. Jud. 7 names 'all the borders of the Moors' and implicitly sub-Saharan Africans among the nations. The Ethiopia claim reflects Tertullian's rhetorical universalism more than documented presence, but the claim to 'attested' is Tertullian's own text making the assertion. [confidence capped at low: certainty=possible]
clm-adv-jud-mentions-india	cascade-curator	approved	2026-03-17T04:00:00Z	low	Tertullian Adv. Jud. 7 names 'the various confines of Spain, and... Parthians, Medes, Elamites, and those who inhabit Mesopotamia, Armenia, Phrygia, Cappadocia, and those who dwell in Pontus, and Asia, and Pamphylia, and... India'. India is explicitly named. The claim is that Tertullian makes this assertion; it is not independent evidence of Indian Christianity. [confidence capped at low: certainty=possible]
clm-adv-jud-mentions-universal	cascade-curator	approved	2026-03-16T12:00:00Z	high	Tertullian Adv. Jud. 7 lists Parthians, Medes, Elamites, and various nations as peoples who have come to faith in Christ. The passage directly makes the rhetorical claim of universal Christian presence, including Arabia, India, and Ethiopia. Directly attests the proposition.
